0x00091360: aaa  ; call ebx ; 
0x000b4012: add al, 0x83 ; retn 0x3904 ; 
0x000b7152: add al, 0x83 ; retn 0x3904 ; 
0x00122922: add al, 0x83 ; retn 0x3904 ; 
0x0004019c: add al, 0x83 ; retn 0x390C ; 
0x000409dc: add al, 0x83 ; retn 0x390C ; 
0x0004a034: add al, 0x83 ; retn 0x390C ; 
0x0004a2f4: add al, 0x83 ; retn 0x390C ; 
0x000b6522: add al, 0x83 ; retn 0x5601 ; 
0x00077dfb: add al, 0x83 ; retn 0x8301 ; 
0x0007cbe4: add al, 0x83 ; retn 0x8301 ; 
0x000a33a3: add al, 0x83 ; retn 0x8301 ; 
0x00074be0: add al, 0x83 ; retn 0x8304 ; 
0x00076eb2: add al, 0x83 ; retn 0x8304 ; 
0x00076eb5: add al, 0x83 ; retn 0x8304 ; 
0x00076eb8: add al, 0x83 ; retn 0x8304 ; 
0x00076ebb: add al, 0x83 ; retn 0x8304 ; 
0x00076ebe: add al, 0x83 ; retn 0x8304 ; 
0x000d9da4: add al, 0x83 ; retn 0x8304 ; 
0x000db724: add al, 0x83 ; retn 0x8304 ; 
0x0011ae12: add al, 0x83 ; retn 0x8308 ; 
0x00091055: add al, 0x83 ; retn 0x8310 ; 
0x0011ae00: add al, 0x83 ; retn 0x8328 ; 
0x00074be3: add al, 0x83 ; retn 0x8404 ; 
0x000f61a6: add al, 0x83 ; retn 0x8501 ; 
0x000a9759: add al, 0x83 ; retn 0x8530 ; 
0x0007ca0f: add al, 0x83 ; retn 0x8901 ; 
0x000c98d7: add al, 0x83 ; retn 0x8904 ; 
0x0010ca52: add al, 0x83 ; retn 0x8908 ; 
0x0001c82d: add al, 0x83 ; retn 0x8B01 ; 
0x0001fe4e: add al, 0x83 ; retn 0x8B01 ; 
0x00076ec1: add al, 0x83 ; retn 0x8B04 ; 
0x000778c6: add al, 0x83 ; retn 0xD310 ; 
0x000bff7e: add al, 0x83 ; retn 0xE804 ; 
0x0011cc22: add al, 0x83 ; retn 0xF610 ; 
0x0011cc86: add al, 0x83 ; retn 0xF610 ; 
0x00107d66: add al, 0x83 ; retn 0xFF28 ; 
0x000374c3: add al, 0x89 ; ret  ; 
0x0003a403: add al, 0x89 ; ret  ; 
0x00047f73: add al, 0x89 ; ret  ; 
0x0006d8f3: add al, 0x89 ; ret  ; 
0x00078224: add al, 0x89 ; ret  ; 
0x000796bd: add al, 0x89 ; ret  ; 
0x0007b463: add al, 0x89 ; ret  ; 
0x0007ca94: add al, 0x89 ; ret  ; 
0x000a0ff0: add al, 0x89 ; ret  ; 
0x000a92e0: add al, 0x89 ; ret  ; 
0x000abe17: add al, 0x89 ; ret  ; 
0x000bed92: add al, 0x89 ; ret  ; 
0x000c43f4: add al, 0x89 ; ret  ; 
0x000e3f47: add al, 0x89 ; ret  ; 
0x000965f5: add al, 0x89 ; retn 0x048D ; 
0x000992f6: add al, 0x89 ; retn 0x048D ; 
0x00071ea9: add al, 0x89 ; retn 0x05EB ; 
0x000f1719: add al, 0x89 ; retn 0x4789 ; 
0x00025814: add al, 0x89 ; retn 0x4EE9 ; 
0x00073706: add al, 0x89 ; retn 0x588D ; 
0x0005f360: add al, 0x89 ; retn 0x708D ; 
0x000cf78b: add al, 0x89 ; retn 0x830F ; 
0x0011a685: add al, 0x89 ; retn 0x8365 ; 
0x00090716: add al, 0x89 ; retn 0x850F ; 
0x00028023: add al, 0x89 ; retn 0x8FE9 ; 
0x000691c2: add al, 0x89 ; retn 0xC483 ; 
0x0006ebe5: add al, 0x89 ; retn 0xDDE9 ; 
0x000c846b: add al, 0x89 ; retn 0xE283 ; 
0x000c8643: add al, 0x89 ; retn 0xE283 ; 
0x0002e8e2: add al, 0x89 ; retn 0xE2C1 ; 
0x000e5e41: add al, 0x89 ; retn 0xE8C1 ; 
0x000e62a7: add al, 0x89 ; retn 0xE8C1 ; 
0x000e6321: add al, 0x89 ; retn 0xE8C1 ; 
0x000e6488: add al, 0x89 ; retn 0xE8C1 ; 
0x000e65da: add al, 0x89 ; retn 0xE8C1 ; 
0x000e6654: add al, 0x89 ; retn 0xE8C1 ; 
0x000e6b1e: add al, 0x89 ; retn 0xE8C1 ; 
0x000e6e4a: add al, 0x89 ; retn 0xE8C1 ; 
0x0004957b: add al, 0x89 ; retn 0xF229 ; 
0x00091233: add al, 0x89 ; retn 0xF229 ; 
0x00027561: add al, 0x89 ; retn 0xF889 ; 
0x0002b1d7: add al, 0x89 ; retn 0xF8C1 ; 
0x0002b523: add al, 0x89 ; retn 0xF8C1 ; 
0x0002b6cf: add al, 0x89 ; retn 0xFF25 ; 
0x00025053: add al, 0x90 ; rep ret  ; 
0x00025093: add al, 0x90 ; rep ret  ; 
0x000252dc: add al, 0x90 ; ret  ; 
0x000252ec: add al, 0x90 ; ret  ; 
0x00167490: add al, 0x98 ; call dword [esi+0x02] ; 
0x001674a8: add al, 0x9B ; call dword [eax] ; 
0x001671f8: add al, 0xBA ; jmp dword [eax] ; 
0x00167278: add al, 0xC1 ; call dword [ebp+edi*8+0x01] ; 
0x0010bdd5: add al, 0xC1 ; retn 0x8904 ; 
0x0011e2b8: add al, 0xE8 ; retn 0xFFF7 ; 
0x000a0bf8: add al, 0xE9 ; retn 0xFFFE ; 
0x00055aca: add al, 0xEB ; ret  ; 
0x000d4241: add al, 0xEB ; ret  ; 
0x0017a3b5: add al, 0xEF ; call dword [edx] ; 
0x00165ee9: add al, 0xEF ; jmp eax ; 
0x00158335: add al, 0xF0 ; call dword [ecx] ; 
0x00158351: add al, 0xF0 ; call dword [edi+0x04] ; 
0x0015833d: add al, 0xF0 ; jmp dword [0x2FFFF004] ; 
0x00158355: add al, 0xF0 ; jmp dword [ecx+0x04] ; 
0x00158371: add al, 0xF0 ; jmp dword [edi-0x4E000FFC] ; 
0x001153a5: add al, 0xF1 ; call dword [eax-0x73] ; 
0x0018ce41: add al, 0xF3 ; call dword [edi] ; 
0x000f493b: add al, 0xF3 ; jmp dword [esi-0x70] ; 
0x00017cb9: add al, 0xF6 ; retn 0x0F08 ; 
0x000474ed: add al, 0xF6 ; retn 0x0F20 ; 
0x00047c99: add al, 0xF6 ; retn 0x0F20 ; 
0x00168199: add al, 0xF7 ; call esp ; 
0x001681a1: add al, 0xF7 ; jmp dword [ebx+ecx*8] ; 
0x000c421a: add al, 0xF7 ; ret  ; 
0x00075852: add al, 0xF7 ; retn 0x0000 ; 
0x00075868: add al, 0xF7 ; retn 0x0000 ; 
0x000bf3cc: add al, 0xF7 ; retn 0xFF00 ; 
0x00116cc5: add al, 0xFB ; call dword [eax-0x18] ; 
0x00114a89: add al, 0xFB ; call dword [eax-0x73] ; 
0x001151d4: add al, 0xFB ; call dword [eax-0x73] ; 
0x001153ac: add al, 0xFB ; call dword [eax-0x73] ; 
0x00115ad1: add al, 0xFB ; call dword [eax-0x73] ; 
0x00116cb2: add al, 0xFB ; call dword [eax-0x73] ; 
0x00117f95: add al, 0xFB ; call dword [eax-0x73] ; 
0x00117fb8: add al, 0xFB ; call dword [eax-0x73] ; 
0x0011872d: add al, 0xFB ; call dword [eax-0x73] ; 
0x00119499: add al, 0xFB ; call dword [eax-0x73] ; 
0x0011b347: add al, 0xFB ; call dword [eax-0x73] ; 
0x00166bd0: add al, 0xFB ; call dword [edi+eax*4-0x034BFFFF] ; 
0x0016ae91: add al, 0xFC ; jmp esp ; 
0x0012546b: add al, 0xFD ; jmp dword [esi-0x70] ; 
0x000022b1: add al, 0xFFFFFFAA ; ret  ; 
0x0000b99b: add al, ah ; ret  ; 
0x00184dbf: add al, ah ; ret  ; 
0x000087ab: add al, ah ; retn 0x0005 ; 
0x00009a4b: add al, ah ; retn 0x0010 ; 
0x001a6fdf: add al, ah ; retn 0xFFF6 ; 
0x0000554b: add al, al ; ret  ; 
0x00168ab1: add al, bh ; call dword [eax+0x14000320] ; 
0x0019759f: add al, bl ; ret  ; 
0x0016d982: add al, byte [eax+0x0A] ; ret  ; 
0x0016f426: add al, byte [eax+0x0A] ; ret  ; 
0x001762df: add al, byte [eax+0x0A] ; ret  ; 
0x0017f9b3: add al, byte [eax+0x0A] ; ret  ; 
0x0018bd48: add al, byte [eax+0x0A] ; ret  ; 
0x0019623c: add al, byte [eax+0x0A] ; ret  ; 
0x001aa744: add al, byte [eax+0x0A] ; ret  ; 
0x0016c478: add al, byte [eax+0x41140E0A] ; ret  ; 
0x0016c948: add al, byte [eax+0x41140E0A] ; ret  ; 
0x0016cba0: add al, byte [eax+0x41140E0A] ; ret  ; 
0x00167a0e: add al, byte [eax] ; retn 0xFFF4 ; 
0x00173b28: add al, byte [ebp+0x0A] ; ret  ; 
0x001a02a4: add al, byte [ebp+0x0A] ; ret  ; 
0x001a43ec: add al, byte [ebp+0x41140E0A] ; ret  ; 
0x001a9e05: add al, byte [ebp+0x43140E0A] ; ret  ; 
0x0006bf8f: add al, byte [ebp-0x0C0B8A40] ; ret  ; 
0x000e1dfa: add al, byte [ebp-0x7CF68B40] ; retn 0x8904 ; 
0x001730ac: add al, byte [ebx+0x0A] ; ret  ; 
0x00173138: add al, byte [ebx+0x0A] ; ret  ; 
0x00175568: add al, byte [ebx+0x0A] ; ret  ; 
0x001755a0: add al, byte [ebx+0x0A] ; ret  ; 
0x001755d8: add al, byte [ebx+0x0A] ; ret  ; 
0x00175610: add al, byte [ebx+0x0A] ; ret  ; 
0x00176380: add al, byte [ebx+0x0A] ; ret  ; 
0x00176410: add al, byte [ebx+0x0A] ; ret  ; 
0x0017fc15: add al, byte [ebx+0x0A] ; ret  ; 
0x001878f8: add al, byte [ebx+0x0A] ; ret  ; 
0x00187930: add al, byte [ebx+0x0A] ; ret  ; 
0x00187968: add al, byte [ebx+0x0A] ; ret  ; 
0x001879a0: add al, byte [ebx+0x0A] ; ret  ; 
0x0018f544: add al, byte [ebx+0x41140E0A] ; ret  ; 
0x00198e5d: add al, byte [ebx+0x43140E0A] ; ret  ; 
0x0003d500: add al, byte [ebx+0x5E5B01E8] ; ret  ; 
0x00062786: add al, byte [ebx+0x5E5B04C4] ; ret  ; 
0x00062875: add al, byte [ebx+0x5E5B04C4] ; ret  ; 
0x001211c2: add al, byte [ebx+0x5E5B04C4] ; ret  ; 
0x000c14ad: add al, byte [ebx+0x5E5B08C0] ; ret  ; 
0x00176444: add al, byte [ecx+0x0A5F102E] ; ret  ; 
0x00173efe: add al, byte [ecx+0x0A] ; ret  ; 
0x001762d0: add al, byte [ecx+0x0A] ; ret  ; 
0x001784b0: add al, byte [ecx+0x0A] ; ret  ; 
0x00178aa1: add al, byte [ecx+0x0A] ; ret  ; 
0x0018c88c: add al, byte [ecx+0x0A] ; ret  ; 
0x0019b596: add al, byte [ecx+0x0A] ; ret  ; 
0x001a3b3f: add al, byte [ecx+0x0A] ; ret  ; 
0x0016c28c: add al, byte [ecx+0x41140E0A] ; ret  ; 
0x0016c694: add al, byte [ecx+0x41140E0A] ; ret  ; 
0x0005a394: add al, byte [ecx] ; ret  ; 
0x00116c72: add al, byte [ecx] ; ret  ; 
0x000213ef: add al, byte [ecx] ; retn 0x953B ; 
0x0016c52c: add al, byte [edi+0x41140E0A] ; ret  ; 
0x0016ecc8: add al, byte [edi+0x41140E0A] ; ret  ; 
0x0018b3ed: add al, byte [edi+0x41140E0A] ; ret  ; 
0x0017190c: add al, byte [edx+0x41140E0A] ; ret  ; 
0x00185c10: add al, byte [edx+0x41140E0A] ; ret  ; 
0x00198d8c: add al, byte [edx+0x41140E0A] ; ret  ; 
0x001aae40: add al, byte [edx+0x41140E0A] ; ret  ; 
0x001ab2dd: add al, byte [edx+0x43140E0A] ; ret  ; 
0x0017382a: add al, byte [esi+0x0A] ; ret  ; 
0x001a01c1: add al, byte [esi+0x0A] ; ret  ; 
0x0016ca3c: add al, byte [esi+0x41140E0A] ; ret  ; 
0x0016cc9c: add al, byte [esi+0x41140E0A] ; ret  ; 
0x00177b8d: add al, byte [esi+0x41140E0A] ; ret  ; 
0x000e261b: add al, ch ; call dword [ecx+eax] ; 
0x0002d39b: add al, ch ; jmp esp ; 
0x0003ce16: add al, ch ; ret  ; 
0x0003ce17: add al, ch ; ret  ; 
0x0005ca57: add al, ch ; ret  ; 
0x000bbe3c: add al, ch ; ret  ; 
0x000de766: add al, ch ; ret  ; 
0x000de767: add al, ch ; ret  ; 
0x000e8067: add al, ch ; ret  ; 
0x000e8567: add al, ch ; ret  ; 
0x00112167: add al, ch ; ret  ; 
0x0011bc66: add al, ch ; ret  ; 
0x0011bc67: add al, ch ; ret  ; 
0x001a71a7: add al, ch ; ret  ; 
0x001874af: add al, ch ; retn 0x0001 ; 
0x001974af: add al, ch ; retn 0x0002 ; 
0x00072428: add al, ch ; retn 0x0816 ; 
0x00070d28: add al, ch ; retn 0x082D ; 
0x000d26c8: add al, ch ; retn 0xF6CA ; 
0x00074088: add al, ch ; retn 0xFD55 ; 
0x0016efa7: add al, cl ; retn 0xFFEB ; 
0x0003ebf1: add al, dh ; jmp dword [0x000FFFFF] ; 
0x0000709b: add al, dh ; retn 0x000A ; 
0x0000addb: add al, dl ; ret  ; 
0x0000bb3b: add al, dl ; ret  ; 
0x0000c01b: add al, dl ; ret  ; 
0x001a70ef: add al, dl ; ret  ; 
0x0000477b: add al, dl ; retn 0x0002 ; 
0x0018c690: add bh, al ; call dword [0x00000016] ; 
0x000b1c59: add bh, bh ; ret  ; 
0x000b1cc9: add bh, bh ; ret  ; 
0x0010fadf: add bh, bl ; call dword [eax-0x73] ; 
0x00110cd3: add bh, bl ; call dword [eax-0x73] ; 
0x0016a521: add bh, bl ; call dword [eax] ; 
0x00049643: add bh, byte [eax+0x00000001] ; ret  ; 
0x00198f2c: add bh, byte [eax+0x0A] ; ret  ; 
0x00198f68: add bh, byte [eax+0x0A] ; ret  ; 
0x00198fa4: add bh, byte [eax+0x0A] ; ret  ; 
0x00198fe0: add bh, byte [eax+0x0A] ; ret  ; 
0x0019901c: add bh, byte [eax+0x0A] ; ret  ; 
0x00199058: add bh, byte [eax+0x0A] ; ret  ; 
0x00199094: add bh, byte [eax+0x0A] ; ret  ; 
0x001990d0: add bh, byte [eax+0x0A] ; ret  ; 
0x0019910c: add bh, byte [eax+0x0A] ; ret  ; 
0x00199148: add bh, byte [eax+0x0A] ; ret  ; 
0x001991c0: add bh, byte [eax+0x0A] ; ret  ; 
0x001a3021: add bh, byte [eax+0x0A] ; ret  ; 
0x001a9323: add bh, byte [eax+0x0A] ; ret  ; 
0x00178324: add bh, byte [ebp+0x0A] ; ret  ; 
0x00178200: add bh, byte [ebx+0x0A] ; ret  ; 
0x00178468: add bh, byte [ebx+0x0A] ; ret  ; 
0x0017e00c: add bh, byte [ebx+0x41140E0A] ; ret  ; 
0x0017e924: add bh, byte [ebx+0x41140E0A] ; ret  ; 
0x0018f58c: add bh, byte [ecx+0x0A] ; ret  ; 
0x0019ffc3: add bh, byte [ecx+0x0A] ; ret  ; 
0x00101c57: add bh, byte [ecx] ; ret  ; 
0x000e5812: add bh, byte [ecx] ; retn 0x440F ; 
0x00046368: add bh, byte [ecx] ; retn 0x8D0F ; 
0x00176b3c: add bh, byte [edi+0x0A] ; ret  ; 
0x001a5ebd: add bh, byte [edi+0x0A] ; ret  ; 
0x00194627: add bh, byte [edi+0x41100E0A] ; ret  ; 
0x0017cba4: add bh, byte [edi+0x43140E0A] ; ret  ; 
0x00187836: add bh, byte [edi+0x43140E0A] ; ret  ; 
0x00175f5c: add bh, byte [edx+0x0A] ; ret  ; 
0x00184187: add bh, byte [edx+0x0A] ; ret  ; 
0x0016d745: add bh, byte [esi+0x0A] ; ret  ; 
0x0018c179: add bh, byte [esi+0x0A] ; ret  ; 
0x0018c375: add bh, byte [esi+0x0A] ; ret  ; 
0x0019a8e1: add bh, byte [esi+0x0A] ; ret  ; 
0x001816db: add bh, byte [esi+ecx+0x04] ; ret  ; 
0x001694c1: add bh, cl ; jmp dword [eax+0x64000372] ; 
0x000ea340: add bh, dh ; ret  ; 
0x000ea3e0: add bh, dh ; ret  ; 
0x000ea520: add bh, dh ; ret  ; 
0x000ea650: add bh, dh ; ret  ; 
0x000ea6f0: add bh, dh ; ret  ; 
0x000ea790: add bh, dh ; ret  ; 
0x000ea830: add bh, dh ; ret  ; 
0x000ea8d0: add bh, dh ; ret  ; 
0x000eaa10: add bh, dh ; ret  ; 
0x00074b41: add bh, dh ; retn 0x0003 ; 
0x00125548: add bh, dh ; retn 0x000F ; 
0x00125bc8: add bh, dh ; retn 0x000F ; 
0x0012dcae: add bh, dh ; retn 0x000F ; 
0x0012dcaf: add bh, dh ; retn 0x000F ; 
0x00130dae: add bh, dh ; retn 0x000F ; 
0x00130daf: add bh, dh ; retn 0x000F ; 
0x00132f5e: add bh, dh ; retn 0x000F ; 
0x00132f5f: add bh, dh ; retn 0x000F ; 
0x0013405e: add bh, dh ; retn 0x000F ; 
0x0013405f: add bh, dh ; retn 0x000F ; 
0x0008ffd5: add bh, dh ; retn 0x003F ; 
0x000ea480: add bh, dh ; retn 0xFF80 ; 
0x000ea5c0: add bh, dh ; retn 0xFF80 ; 
0x000ea970: add bh, dh ; retn 0xFF80 ; 
0x0002b65f: add bh, dh ; retn 0xFFFF ; 
0x00164938: add bl, 0xFFFFFFFC ; call eax ; 
0x000747ec: add bl, al ; rep ret  ; 
0x0010755c: add bl, bh ; call dword [eax-0x73] ; 
0x0010791a: add bl, bh ; call dword [eax-0x73] ; 
0x0010799a: add bl, bh ; call dword [eax-0x73] ; 
0x00107a9a: add bl, bh ; call dword [eax-0x73] ; 
0x0016a4f9: add bl, bh ; call eax ; 
0x0016a501: add bl, bh ; jmp esp ; 
0x0016f559: add bl, byte [ebp+0x0A] ; ret  ; 
0x0019c4fa: add bl, byte [ebp+0x0A] ; ret  ; 
0x0018ded0: add bl, byte [ebp+0x41140E0A] ; ret  ; 
0x001797f1: add bl, byte [ebx+0x0A] ; ret  ; 
0x00183fa8: add bl, byte [ebx+0x0A] ; ret  ; 
0x0018a6b7: add bl, byte [ebx+0x41140E0A] ; ret  ; 
0x00062c61: add bl, byte [ebx+0x5E] ; ret  ; 
0x0007d4fb: add bl, byte [ebx+0x5E] ; ret  ; 
0x0007dc69: add bl, byte [ebx+0x5E] ; ret  ; 
0x00142fa6: add bl, byte [ebx+0x5E] ; ret  ; 
0x00142fe6: add bl, byte [ebx+0x5E] ; ret  ; 
0x00180549: add bl, byte [ebx+edx+0x01] ; ret  ; 
0x00188f4a: add bl, byte [ecx+0x0A] ; ret  ; 
0x0018d305: add bl, byte [ecx+0x0A] ; ret  ; 
0x001a57a4: add bl, byte [ecx+0x0A] ; ret  ; 
0x0018ba84: add bl, byte [edi+0x0A] ; ret  ; 
0x0018bbcc: add bl, byte [edi+0x0A] ; ret  ; 
0x00191658: add bl, byte [edi+0x0A] ; ret  ; 
0x0019fe3d: add bl, byte [edi+0x0A] ; ret  ; 
0x00101a94: add bl, byte [edi+0x5D] ; ret  ; 
0x0016bfbc: add bl, byte [edx+0x0A] ; ret  ; 
0x001aafb1: add bl, byte [edx+0x0A] ; ret  ; 
0x0019681b: add bl, byte [edx+0x41140E0A] ; ret  ; 
0x00194897: add bl, byte [edx+0x43140E0A] ; ret  ; 
0x00184990: add bl, byte [esi+0x0A] ; ret  ; 
0x0019bd61: add bl, byte [esi+0x0A] ; ret  ; 
0x0019a9a8: add bl, byte [esi+0x41140E0A] ; ret  ; 
0x0008fece: add bl, byte [esi+0x5F] ; ret  ; 
0x00180936: add bl, byte [esi+ecx+0x04] ; ret  ; 
0x00180c2e: add bl, byte [esi+ecx+0x04] ; ret  ; 
0x001845fc: add bl, byte [esi+ecx+0x14] ; ret  ; 
0x00184704: add bl, byte [esi+ecx+0x14] ; ret  ; 
0x00142d67: add bl, byte [esi-0x7D] ; retn 0x8308 ; 
0x0001897a: add bl, ch ; ret  ; 
0x000bc380: add bl, ch ; ret  ; 
0x000e87a9: add bl, ch ; ret  ; 
0x0002a14b: add bl, ch ; retn 0x44C7 ; 
0x00046135: add bl, ch ; retn 0x458B ; 
0x0002db76: add bl, ch ; retn 0x7C89 ; 
0x00144291: add bl, ch ; retn 0x838D ; 
0x001017b8: add bl, ch ; retn 0x8D90 ; 
0x0004c96a: add bl, ch ; retn 0xBD8B ; 
0x0001837b: add bl, dh ; ret  ; 
0x0001839f: add bl, dh ; ret  ; 
0x0005c0ba: add bl, dh ; ret  ; 
0x0005e315: add bl, dh ; ret  ; 
0x00062c17: add bl, dh ; ret  ; 
0x00066fc4: add bl, dh ; ret  ; 
0x0006b606: add bl, dh ; ret  ; 
0x0006c0a7: add bl, dh ; ret  ; 
0x0006c24f: add bl, dh ; ret  ; 
0x0007428f: add bl, dh ; ret  ; 
0x000e2a6e: add bl, dh ; ret  ; 
0x000e46ff: add bl, dh ; ret  ; 
0x000e4727: add bl, dh ; ret  ; 
0x00101d7e: add bl, dh ; ret  ; 
0x00101d7f: add bl, dh ; ret  ; 
0x00107d9f: add bl, dh ; ret  ; 
0x0010842f: add bl, dh ; ret  ; 
0x0010844f: add bl, dh ; ret  ; 
0x0010a40f: add bl, dh ; ret  ; 
0x0010da0f: add bl, dh ; ret  ; 
0x0011589c: add bl, dh ; ret  ; 
0x001158fc: add bl, dh ; ret  ; 
0x00143a5f: add bl, dh ; ret  ; 
0x00143dc6: add bl, dh ; ret  ; 
0x00143dc7: add bl, dh ; ret  ; 
0x00067005: add byte [0x00000200], ah ; ret  ; 
0x00066fd5: add byte [0x00000804], ah ; ret  ; 
0x00156ecc: add byte [0x0D20FFF3], cl ; call dword [eax+0x0D] ; 
0x00176e57: add byte [0x140E0A54], 0x00000041 ; ret  ; 
0x0019ca57: add byte [0x140E0A54], 0x00000041 ; ret  ; 
0x00189eeb: add byte [0x21E00001+ebp*8], ah ; jmp dword [edx+0x00000001] ; 
0x000003c5: add byte [0x62082008], 0x00000022 ; retn 0x0224 ; 
0x0018e6f3: add byte [0x78A80002+esi], ch ; jmp dword [edx+0x02] ; 
0x00047d27: add byte [0xFFF68AE9], ch ; jmp dword [esi-0x70] ; 
0x00045511: add byte [0xFFFD50E9], ch ; call dword [eax+0x0026B48D] ; 
0x000493c7: add byte [0xFFFD62E9], ch ; jmp dword [esi-0x70] ; 
0x000b07d7: add byte [eax+0x00000001], bh ; int 0x80 ; 
0x0002caff: add byte [eax+0x00000001], bh ; ret  ; 
0x000747e7: add byte [eax+0x00000001], bh ; ret  ; 
0x000915b6: add byte [eax+0x00000001], bh ; ret  ; 
0x000915b7: add byte [eax+0x00000001], bh ; ret  ; 
0x000a059f: add byte [eax+0x00000001], bh ; ret  ; 
0x000b2c1e: add byte [eax+0x00000001], bh ; ret  ; 
0x000b2c1f: add byte [eax+0x00000001], bh ; ret  ; 
0x000b554e: add byte [eax+0x00000001], bh ; ret  ; 
0x000b554f: add byte [eax+0x00000001], bh ; ret  ; 
0x000db353: add byte [eax+0x00000001], bh ; ret  ; 
0x000dccc3: add byte [eax+0x00000001], bh ; ret  ; 
0x00107d7f: add byte [eax+0x00000001], bh ; ret  ; 
0x00114bee: add byte [eax+0x00000001], bh ; ret  ; 
0x00114bef: add byte [eax+0x00000001], bh ; ret  ; 
0x001150c7: add byte [eax+0x00000001], bh ; ret  ; 
0x000a05af: add byte [eax+0x00000002], bh ; ret  ; 
0x0010a3ee: add byte [eax+0x00000002], bh ; ret  ; 
0x0010a3ef: add byte [eax+0x00000002], bh ; ret  ; 
0x0006e565: add byte [eax+0x00000003], bh ; call dword [0x00000010] ; 
0x000b20c4: add byte [eax+0x00000003], bh ; call dword [0x00000010] ; 
0x000dfc5d: add byte [eax+0x00000003], bh ; call dword [0x00000010] ; 
0x000e58aa: add byte [eax+0x00000003], bh ; call dword [0x00000010] ; 
0x0011b1dd: add byte [eax+0x00000003], bh ; call dword [0x00000010] ; 
0x000a05bf: add byte [eax+0x00000003], bh ; ret  ; 
0x000a05cf: add byte [eax+0x00000004], bh ; ret  ; 
0x0002301b: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x0002376d: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x0006e53f: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x000abf2b: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x000dfe25: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x0011accd: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x0011b789: add byte [eax+0x00000005], bh ; call dword [0x00000010] ; 
0x000a05df: add byte [eax+0x00000005], bh ; ret  ; 
0x0005f99d: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x0006e59c: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x000abe73: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x000dfc76: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x000e2c1f: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x000e58c3: add byte [eax+0x00000006], bh ; call dword [0x00000010] ; 
0x000a05ef: add byte [eax+0x00000006], bh ; ret  ; 
0x000a05ff: add byte [eax+0x00000007], bh ; ret  ; 
0x000b1b1d: add byte [eax+0x00000020], bh ; ret  ; 
0x000de4d2: add byte [eax+0x00000036], bh ; call dword [0x00000010] ; 
0x000de80c: add byte [eax+0x00000036], bh ; call dword [0x00000010] ; 
0x000de840: add byte [eax+0x00000036], bh ; call dword [0x00000010] ; 
0x000e8b25: add byte [eax+0x00000075], bh ; call dword [0x00000010] ; 
0x0003d099: add byte [eax+0x0000007E], bh ; call dword [0x00000010] ; 
0x0003d0ce: add byte [eax+0x0000007E], bh ; call dword [0x00000010] ; 
0x0003d1dc: add byte [eax+0x0000007E], bh ; call dword [0x00000010] ; 
0x0002c1c7: add byte [eax+0x000000B3], bh ; call dword [0x00000010] ; 
0x000b07a8: add byte [eax+0x000000BE], bh ; int 0x80 ; 
0x000f3b34: add byte [eax+0x000000F0], bh ; call dword [0x00000010] ; 
0x0011d55f: add byte [eax+0x000000F0], bh ; call dword [0x00000010] ; 
0x000b2164: add byte [eax+0x0000010A], bh ; call dword [0x00000010] ; 
0x000e7279: add byte [eax+0x0000013F], bh ; call dword [0x00000010] ; 
0x0000044c: add byte [eax+0x00], al ; retn 0x3E00 ; 
0x0011b3a5: add byte [eax+0x05], 0xFFFFFFFB ; call dword [eax-0x73] ; 
0x00156e7f: add byte [eax+0x0A], dh ; call dword [eax-0x4F000CF6] ; 
0x00189aa7: add byte [eax+0x1C], bh ; call dword [eax+eax+0x00] ; 
0x0018d9bf: add byte [eax+0x23], al ; jmp dword [esi] ; 
0x0018a0ef: add byte [eax+0x25], ah ; call esp ; 
0x001a704f: add byte [eax+0x2C0003BE], cl ; ret  ; 
0x001873f7: add byte [eax+0x34000000], dh ; retn 0x0001 ; 
0x00090857: add byte [eax+0x440FF0E5], al ; retn 0x6FE9 ; 
0x0018b4ff: add byte [eax+0x4B], ah ; call dword [eax+eax+0x41000000] ; 
0x0010f659: add byte [eax+0x52], dl ; call dword [ecx+0x0C] ; 
0x000629c8: add byte [eax+0x53], dl ; call dword [edx+0x18] ; 
0x00064c6f: add byte [eax+0x57], dl ; call ebx ; 
0x0018bbef: add byte [eax+0x58], dh ; jmp dword [eax] ; 
0x0018bd2f: add byte [eax+0x59], dh ; call ebp ; 
0x0008817f: add byte [eax+0x5B5E5F17], cl ; ret  ; 
0x0008986f: add byte [eax+0x5B5E5F17], cl ; ret  ; 
0x001666a7: add byte [eax+eax*2], ah ; call dword [esp+ecx*2+0x01] ; 
0x0019baa3: add byte [eax+eax*4-0x0B], bh ; jmp dword [0x00000000] ; 
0x00167d2f: add byte [eax+eax*8-0x0B], dl ; jmp dword [eax-0x75] ; 
